"Site_id","Round","links_sps","num_compartments","NODF","link_dens","weigh_connectance","Shannon","int_evenness","Alatalo_int_evenness","H2","species.poll","species.pl","niche.overlap.poll","niche.overlap.plant","functional.comp.poll","functional.comp.plant","modularity","z","links.corr","nodf.corr","linkdens.corr","conn.corr","ala.corr","h2.corr","V26","V27"
"Lasmulas","5",0.823529411764706,3,2.63157894736842,2.39944510745039,0.141143829850023,2.61563057702755,0.6388398771226,0.965245435128763,0.25,12,5,0.234159779614325,0.185714285714286,9.21904018731659,11.1816034589581,"0.666667",NA,-19.2620877893228,1.46924607269151,-8.23298502905196,-10.4912863066523,-30.4560691880149,-32.4328598879199,-20.4202075881744,-1.02962342721161
"Lasmulas","6",0.6,4,0,1.33333333333333,0.133333333333333,1.79175946922805,0.556641376279689,1,0,5,5,0.1,0.1,6.29252873988395,6.29252873988395,"0.722222","0.937578710863208",-29.662043057269,NA,-18.7736617181407,-19.9736617181407,-37.3807670026607,-38.615885095609,-71.6513876213745,-0.203100960115899
"Lasmulas","7",0.928571428571429,1,0,3.22742347782793,0.230530248416281,2.38542864127748,0.682231798256716,0.7801978864199,0.695387763097406,11,3,0.472727272727273,0.152354356874491,13.9272908971027,15.2031898353666,"0.4275","2.62239754166845",-13.8417141242394,-3.22957174845541,-8.37771721951077,-11.3746104489224,-29.3979764160408,-31.1011732590616,-20.9316380538963,-1.77806336727631
"Elpozo","1",0.9,2,16.6666666666667,2.48048855388523,0.248048855388523,2.09472904752765,0.688032060980311,0.870390481833875,0.286679559916098,7,3,0.39422084623323,0.253623188405797,9.74030169769527,8.67004637770997,"0.3125","-0.952877343854376",-12.8825561044556,14.6474487675012,-7.17037656559254,-9.40281626408924,-18.9744039114166,-20.3811008979639,-14.9490952100121,-1.44541988081263
"Elpozo","2",0.909090909090909,2,8,2.39215531808952,0.217468665280866,2.27186851269656,0.667961384701028,0.955181221416449,0.166666666666667,6,5,0.332611832611833,0.209090909090909,8.38559113841653,9.10111274431343,"0.404959","-1.03271425638108",-10.5966691076306,6.63031173150758,-5.19361130710021,-7.36829795990887,-17.2369204063188,-18.8408275343143,-23.8445679985205,-1.67396101788571
"Elpozo","3",0.888888888888889,1,5.55555555555556,2.30007469857024,0.255563855396693,1.99150936135661,0.689014953151282,0.91044394669812,0.470247787686942,6,3,0.403921568627451,0.330611849390919,10.8967674238842,9.93113459685063,"0.449704","2.01370885516831",-11.1730108324837,3.42746197259636,-7.37071942905636,-9.4152302722299,-18.7834968945631,-20.0859913027684,-16.6046187504738,-1.53089565107013
"Elpozo","4",0.928571428571429,1,0,3.15508865601316,0.225363475429512,2.47995552054452,0.672278818376352,0.883548333696341,0.372789450424941,10,4,0.435555555555556,0.341699857447889,9.66036285989614,10.434576981683,"0.507812","1.77493356516563",-15.4036021857355,-2.40663074280255,-7.10367463412822,-10.0333998147119,-26.5664642180381,-28.3741409202063,-22.6020379614743,-1.77843295712797
"Elpozo","5",0.764705882352941,4,0,3.84615384615385,0.226244343891403,2.56494935746154,0.649149872836091,1,NA,13,4,0.474358974358974,0,5.65685424949238,9.57371777707008,"Error in try(mod@likelihood, TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
","Error in try((mod@likelihood - mean(like.nulls))/sd(like.nulls), TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
",-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA
"Elpozo","6",0.5,3,0,1,0.166666666666667,1.09861228866811,0.5,1,NA,3,3,0,0,4.24264068711929,4.24264068711929,"0.666667","NaN",-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA
"Pinodelcuervo","1",0.8125,3,0,2.30809545533182,0.144255965958239,2.52321095295289,0.651790218550583,0.945375642815022,0.666666666666666,12,4,0.242424242424242,0.0416666666666667,9.57864565703005,11.9143154139977,"0.653333",NA,-18.5253278787544,NA,-11.3216113573005,-13.485450846674,-36.1007686629841,-37.9721893973864,-44.9637607263829,-0.22335888423835
"Pinodelcuervo","2",0.818181818181818,3,0,2,0.181818181818182,2.19722457733622,0.646015014942309,1,0,6,5,0.253333333333333,0.233333333333333,6.14626436994197,6.86217303667007,"0.567901","0.00588501544237667",-11.5539923239709,-0.479437033961399,-6.67653486336624,-8.49471668154806,-17.6950402933275,-19.2462498557214,-30.2689353544751,-0.924900044327403
"Pinodelcuervo","3",0.727272727272727,3,12.962962962963,2.03422787810594,0.18492980710054,2.04319187054512,0.613165207689396,0.947647173646085,0.420619835714305,7,4,0.285714285714286,0.0854700854700855,7.51379094493999,8.40821252127009,"0.469136",NA,-13.1914311140586,11.8899540680645,-5.14663117433759,-6.99592924534299,-18.0011468444333,-19.431173507289,-20.7878771815944,-0.877690865456708
"Pinodelcuervo","4",0.692307692307692,4,0,1.66666666666667,0.128205128205128,2.19722457733622,0.613147192765458,1,NA,9,4,0.166666666666667,0,5.65685424949238,8.47213595499958,"Error in try(mod@likelihood, TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
","Error in try((mod@likelihood - mean(like.nulls))/sd(like.nulls), TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
",-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA
"Pinodelcuervo","5",0.647058823529412,6,0,1.58333333333333,0.0931372549019608,2.36938211969468,0.565531592836852,0.958200460752105,1,11,6,0.127272727272727,0,10.128990204492,12.2815944538108,"Error in try(mod@likelihood, TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
","Error in try((mod@likelihood - mean(like.nulls))/sd(like.nulls), TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
",-40.7612418254632,NA,-27.7205140923251,-29.2107101707565,-72.1021949762707,-73.9060455031285,-81.9060627362558,0.687090927085698
"Pinodelcuervo","6",0.96551724137931,4,6.25,4.5797506248138,0.157922435338407,3.29982968566709,0.655124228106865,0.956524906965136,0.27894294565113,22,7,0.301752548740439,0.0534413034030985,16.0938606305191,18.3828068150412,"0.543184","-0.714641197464979",-24.5880855711862,3.93339423990788,-10.9957907189976,-15.417618908473,-56.6135333593208,-59.258238816881,-34.6010227829588,-2.52544653351565
"Pinodelcuervo","7",0.923076923076923,1,2.38095238095238,2.66689574804053,0.205145826772349,2.45831132968308,0.686004838233728,0.960842907662783,0.210309917857153,9,4,0.361111111111111,0.243788703220752,7.61503417461675,9.13756865905126,"0.514793","0.122504975323373",-14.4025995529226,1.15864884357086,-7.63734320005653,-10.0990931213247,-25.6515524948069,-27.4238589862563,-33.7269658935933,-1.30316059862356
"Bonares","1",0.75,2,0,2.66666666666667,0.333333333333333,1.79175946922805,0.72105705434887,1,NA,6,2,0.666666666666667,0,2.82842712474619,4.89897948556636,"Error in try(mod@likelihood, TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
","Error in try((mod@likelihood - mean(like.nulls))/sd(like.nulls), TRUE) : 
  trying to get slot \"likelihood\" from an object of a basic class (\"NULL\") with no slots
