"Site_id","Round","species","norm_degree","strength","nestedra","weigh_betweeness","weigh_closeness","d","c","z"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villamanriquesur","3","Empis testacea",0.333333333333333,0.333333333333333,0.466666666666667,0,NA,0.5,"0","0"
"Villamanriquesur","3","Eucera bolivari",0.333333333333333,0.111111111111111,0.533333333333333,0,0.0575828590559089,0,"0","0"
"Villamanriquesur","3","Eucera collaris",0.333333333333333,0.111111111111111,0.6,0,0.0575828590559089,0,"0","0"
"Villamanriquesur","3","Eucera sp",0.333333333333333,0.111111111111111,0.666666666666667,0,0.0575828590559089,0,"0","0"
"Villamanriquesur","3","Glaucopsyche alexis",0.333333333333333,0.125,0.733333333333333,0,0.0538678358910116,0.0536053696428139,"0","-0.645497224367903"
"Villamanriquesur","3","Lasioglossum malachurum",0.333333333333333,0.111111111111111,0.8,0,0.0575828590559089,0,"0","0"
"Villamanriquesur","3","Merodon sp",0.333333333333333,0.111111111111111,0.866666666666667,0,0.0575828590559089,0,"0","0"
"Villamanriquesur","3","Nomada sp",0.333333333333333,0.125,0.933333333333333,0,0.0538678358910116,0.0536053696428139,"0","-0.645497224367903"
"Villamanriquesur","3","Zerynthia rumina",0.333333333333333,0.125,1,0,0.0538678358910116,0.0536053696428139,"0","-0.645497224367903"
"Villamanriquesur","4","Andrena hispania",0.25,0.111111111111111,0.466666666666667,0,NA,0.167420672268402,"0","-0.707106781186547"
"Villamanriquesur","4","Andrena nigroaenaea",0.5,0.361111111111111,0.0666666666666667,0.666666666666667,NA,0.259034314499884,"0.42603550295858","0"
"Villamanriquesur","4","Andrena sp",0.25,0.111111111111111,0.533333333333333,0,NA,0.167420672268402,"0","-0.707106781186547"
"Villamanriquesur","4","Anthophora sp",0.25,0.0714285714285714,0.6,0,0.063953488372093,0,"0","-0.866025403784439"
"Villamanriquesur","4","Apis mellifera",0.5,0.714285714285714,0,0.333333333333333,0.170542635658915,0.289064732018474,"0.42","0.866025403784439"
"Villamanriquesur","4","Dasypoda crassicornis",0.25,0.222222222222222,0.266666666666667,0,NA,0.378002595500327,"0","0"
"Villamanriquesur","4","Dilophus morpho1",0.25,0.444444444444444,0.133333333333333,0,NA,0.566077102026598,"0","1.41421356237309"
"Villamanriquesur","4","Empis morpho1",0.25,0.142857142857143,0.333333333333333,0,0.113695090439276,0.195286715500046,"0","0"
"Villamanriquesur","4","Empis morpho2",0.25,0.142857142857143,0.4,0,0.113695090439276,0.195286715500046,"0","0"
"Villamanriquesur","4","Empis sp",0.25,0.285714285714286,0.2,0,0.186046511627907,0.329655589478914,"0","1.73205080756888"
"Villamanriquesur","4","Empis tessellata",0.25,0.0714285714285714,0.666666666666667,0,0.063953488372093,0,"0","-0.866025403784439"
"Villamanriquesur","4","Empis testacea",0.25,0.5,0.733333333333333,0,0.0568475452196382,0.737350464962806,"0",NA
"Villamanriquesur","4","Lasioglossum albocinctum",0.25,0.25,0.8,0,NA,0.474700929925613,"0","0"
"Villamanriquesur","4","Lasioglossum malachurum",0.25,0.25,0.866666666666667,0,NA,0.474700929925613,"0","0"
"Villamanriquesur","4","Nomada sp",0.25,0.0714285714285714,0.933333333333333,0,0.063953488372093,0,"0","-0.866025403784439"
"Villamanriquesur","4","Usia morpho1",0.25,0.25,1,0,NA,0.474700929925613,"0","0"
"Villamanriquesur","5","Apis mellifera",1,1.53333333333333,0,1,0.166666666666667,0.0761271925918423,"0.510396975425331",NA
"Villamanriquesur","5","Bibio sp",0.333333333333333,0.2,0.166666666666667,0,0.125,0,"0","0"
"Villamanriquesur","5","Dasypoda iberica",0.333333333333333,0.2,0.333333333333333,0,0.125,0,"0","0"
"Villamanriquesur","5","Dasypoda sp",0.333333333333333,0.333333333333333,0.5,0,0.1,0.317393805514015,"0","0"
"Villamanriquesur","5","Eristalinus taeniops",0.333333333333333,0.2,0.666666666666667,0,0.125,0,"0","0"
"Villamanriquesur","5","Lasioglossum sp",0.333333333333333,0.333333333333333,0.833333333333333,0,0.1,0.317393805514015,"0","0"
"Villamanriquesur","5","Sphaerophoria scripta",0.333333333333333,0.2,1,0,0.125,0,"0","0"
"Villamanriquesur","6","Andrena flavipes",0.25,0.333333333333333,0.5,0,0.25,0,"0","0"
"Villamanriquesur","6","Andrena nigroaenaea",0.25,0.333333333333333,0.75,0,0.25,0,"0","0"
"Villamanriquesur","6","Apis mellifera",0.5,0.833333333333333,0,1,0.333333333333333,0,"0.48","0"
"Villamanriquesur","6","Dasypoda cingulata",0.5,2,0.25,0,NA,1,"0",NA
"Villamanriquesur","6","Panurgus dargius",0.25,0.5,1,0,0.2,0.369070246428543,"0","0"
"Villamanriquesur","7","Amegilla albigena",0.166666666666667,0.375,0.153846153846154,0,0.110526315789474,0.407927907616526,"0","1.56524758424985"
"Villamanriquesur","7","Apis mellifera",0.333333333333333,0.583333333333333,0,0.666666666666667,0.116666666666667,0.22105705434887,"0.489795918367347","0.447213595499958"
"Villamanriquesur","7","Dasypoda albimana",0.166666666666667,0.333333333333333,0.307692307692308,0,0.07,0.471679166426281,"0","-0.577350269189626"
"Villamanriquesur","7","Dasypoda cingulata",0.166666666666667,0.166666666666667,0.384615384615385,0,NA,0.138345833092948,"0","-0.5"
"Villamanriquesur","7","Dasypoda crassicornis",0.333333333333333,0.833333333333333,0.0769230769230769,0.333333333333333,0.0777777777777778,0.537156695253124,"0","1.15470053837925"
"Villamanriquesur","7","Exosoma lusitanicum",0.166666666666667,0.166666666666667,0.461538461538462,0,NA,0.138345833092948,"0","-0.5"
